sample_index,filepath,source_word,true_label,condition,snr_db,transcript_raw,transcript_normalized,transcript_non_empty,asr_latency_sec,total_latency_sec,peak_normalized,peak_before_normalization,asr_failed,error
88,dataset/raw/emergency/stop/4bb1244f_nohash_0.wav,stop,emergency,snr_m10db,-10.0,Go!,go,1,0.065009,0.065427,1,2.916076,0,
89,dataset/raw/emergency/wow/ec32860c_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.063177,0.064031,1,2.762587,0,
90,dataset/raw/emergency/stop/92b0a735_nohash_0.wav,stop,emergency,snr_m10db,-10.0,,,0,0.064066,0.064538,1,2.158007,0,
91,dataset/raw/movement/go/6ef407da_nohash_1.wav,go,movement,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.658217,0.658977,0,0.478887,0,
92,dataset/raw/unknown/five/f6581345_nohash_1.wav,five,unknown,snr_m10db,-10.0,Bye!,bye,1,0.062168,0.062518,1,2.250171,0,
93,dataset/raw/movement/on/f44f440f_nohash_0.wav,on,movement,snr_m10db,-10.0,,,0,0.064429,0.064795,1,1.267337,0,
94,dataset/raw/movement/off/099d52ad_nohash_0.wav,off,movement,snr_m10db,-10.0,,,0,0.064263,0.064595,0,0.496901,0,
95,dataset/raw/movement/follow/365908bd_nohash_0.wav,follow,movement,snr_m10db,-10.0,Bye!,bye,1,0.061818,0.062483,1,1.738846,0,
96,dataset/raw/movement/off/004ae714_nohash_0.wav,off,movement,snr_m10db,-10.0,,,0,0.062204,0.062500,0,0.199516,0,
97,dataset/raw/movement/follow/893705bb_nohash_4.wav,follow,movement,snr_m10db,-10.0,,,0,0.056575,0.056942,0,0.555161,0,
98,dataset/raw/movement/forward/6bf5baf3_nohash_2.wav,forward,movement,snr_m10db,-10.0,,,0,0.056891,0.057191,1,1.660054,0,
99,dataset/raw/movement/off/9ab86dd0_nohash_0.wav,off,movement,snr_m10db,-10.0,,,0,0.057473,0.057810,0,0.506747,0,
100,dataset/raw/emergency/stop/333d7ddb_nohash_3.wav,stop,emergency,snr_m10db,-10.0,Bye!,bye,1,0.058950,0.060545,0,0.746979,0,
101,dataset/raw/movement/left/29fb33da_nohash_0.wav,left,movement,snr_m10db,-10.0,,,0,0.061468,0.063089,1,1.414641,0,
102,dataset/raw/emergency/wow/ef2a3cfb_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.064769,0.066406,1,1.573577,0,
103,dataset/raw/movement/short_phrase/Turn_left/en_GB-aru-medium.wav,short_phrase,movement,snr_m10db,-10.0,,,0,0.059979,0.061763,1,1.919383,0,
104,dataset/raw/unknown/house/9d8ac38b_nohash_2.wav,house,unknown,snr_m10db,-10.0,Out!,out,1,0.061873,0.063342,0,0.989412,0,
105,dataset/raw/unknown/four/d98dd124_nohash_2.wav,four,unknown,snr_m10db,-10.0,,,0,0.062343,0.063688,1,1.742451,0,
106,dataset/raw/unknown/two/f2e59fea_nohash_1.wav,two,unknown,snr_m10db,-10.0,,,0,0.062685,0.064568,1,1.814844,0,
107,dataset/raw/emergency/wow/332d33b1_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.063813,0.065091,1,1.328318,0,
108,dataset/raw/movement/go/d926bb17_nohash_0.wav,go,movement,snr_m10db,-10.0,Go!,go,1,0.061676,0.062980,0,0.341231,0,
109,dataset/raw/emergency/yes/dbb7723a_nohash_0.wav,yes,emergency,snr_m10db,-10.0,Yeee!,yeee,1,0.065658,0.066634,1,2.408172,0,
110,dataset/raw/emergency/stop/8e523821_nohash_1.wav,stop,emergency,snr_m10db,-10.0,,,0,0.061971,0.063729,0,0.991558,0,
111,dataset/raw/unknown/tree/56eab10e_nohash_0.wav,tree,unknown,snr_m10db,-10.0,,,0,0.062754,0.064382,0,0.672509,0,
112,dataset/raw/emergency/stop/71f6fed7_nohash_1.wav,stop,emergency,snr_m10db,-10.0,,,0,0.065299,0.066818,0,0.484341,0,
113,dataset/raw/movement/go/0ba018fc_nohash_1.wav,go,movement,snr_m10db,-10.0,Go!,go,1,0.062494,0.064241,0,0.362220,0,
114,dataset/raw/unknown/dog/611d2b50_nohash_0.wav,dog,unknown,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.646632,0.647945,0,0.350318,0,
115,dataset/raw/unknown/six/89947bd7_nohash_2.wav,six,unknown,snr_m10db,-10.0,,,0,0.061174,0.063226,0,0.561324,0,
116,dataset/raw/emergency/no/2d82a556_nohash_0.wav,no,emergency,snr_m10db,-10.0,No!,no,1,0.061090,0.062372,0,0.193990,0,
117,dataset/raw/emergency/yes/333d7ddb_nohash_1.wav,yes,emergency,snr_m10db,-10.0,Yes.,yes,1,0.060530,0.061751,0,0.409472,0,
118,dataset/raw/movement/right/a4ca3afe_nohash_0.wav,right,movement,snr_m10db,-10.0,3,,0,0.058854,0.060348,0,0.191559,0,
119,dataset/raw/emergency/no/bf8d5617_nohash_1.wav,no,emergency,snr_m10db,-10.0,No!,no,1,0.059073,0.060444,0,0.549275,0,
120,dataset/raw/emergency/no/29dce108_nohash_2.wav,no,emergency,snr_m10db,-10.0,,,0,0.056743,0.058215,0,0.967296,0,
121,dataset/raw/movement/down/1ecfb537_nohash_1.wav,down,movement,snr_m10db,-10.0,Yeah!,yeah,1,0.057936,0.059590,0,0.415192,0,
122,dataset/raw/movement/left/890e4ee2_nohash_1.wav,left,movement,snr_m10db,-10.0,,,0,0.068574,0.070147,1,2.262089,0,
123,dataset/raw/movement/single_keywords/Start/en_GB-alan-low.wav,single_keywords,movement,snr_m10db,-10.0,It's bad.,it s bad,1,0.066405,0.068024,1,1.303615,0,
124,dataset/raw/emergency/backward/235b444f_nohash_1.wav,backward,emergency,snr_m10db,-10.0,Thank you.,thank you,1,0.063830,0.065345,0,0.328855,0,
125,dataset/raw/unknown/house/76e53db9_nohash_1.wav,house,unknown,snr_m10db,-10.0,,,0,0.059282,0.060215,0,0.778707,0,
126,dataset/raw/emergency/backward/de89e2ca_nohash_3.wav,backward,emergency,snr_m10db,-10.0,,,0,0.060501,0.061865,1,1.132332,0,
127,dataset/raw/emergency/stop/89e59d18_nohash_0.wav,stop,emergency,snr_m10db,-10.0,,,0,0.061823,0.063087,0,0.140628,0,
128,dataset/raw/emergency/backward/a7216980_nohash_2.wav,backward,emergency,snr_m10db,-10.0,,,0,0.065257,0.066728,1,1.866509,0,
129,dataset/raw/emergency/yes/a5d1becc_nohash_2.wav,yes,emergency,snr_m10db,-10.0,,,0,0.061513,0.062859,0,0.289500,0,
130,dataset/raw/movement/forward/e0c782d5_nohash_2.wav,forward,movement,snr_m10db,-10.0,,,0,0.059693,0.061297,0,0.751633,0,
131,dataset/raw/emergency/backward/2927c601_nohash_0.wav,backward,emergency,snr_m10db,-10.0,,,0,0.063200,0.064352,0,0.582109,0,
132,dataset/raw/movement/right/982babaf_nohash_0.wav,right,movement,snr_m10db,-10.0,Great job!,great job,1,0.063781,0.064687,0,0.576351,0,
133,dataset/raw/movement/down/1cc80e39_nohash_0.wav,down,movement,snr_m10db,-10.0,,,0,0.063228,0.064964,0,0.678658,0,
134,dataset/raw/unknown/five/617aeb6c_nohash_4.wav,five,unknown,snr_m10db,-10.0,,,0,0.063090,0.064602,1,1.157521,0,
135,dataset/raw/emergency/no/5769c5ab_nohash_3.wav,no,emergency,snr_m10db,-10.0,,,0,0.059682,0.060848,1,2.022205,0,
136,dataset/raw/movement/go/d3a18257_nohash_0.wav,go,movement,snr_m10db,-10.0,,,0,0.057541,0.058297,0,0.159936,0,
137,dataset/raw/emergency/yes/18d84076_nohash_0.wav,yes,emergency,snr_m10db,-10.0,Thank you.,thank you,1,0.063979,0.065719,0,0.960190,0,
138,dataset/raw/unknown/eight/cb2929ce_nohash_0.wav,eight,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.063895,0.064978,0,0.165367,0,
139,dataset/raw/movement/left/da584bc0_nohash_0.wav,left,movement,snr_m10db,-10.0,Thank you.,thank you,1,0.064728,0.065999,0,0.974617,0,
140,dataset/raw/unknown/five/a04817c2_nohash_3.wav,five,unknown,snr_m10db,-10.0,,,0,0.062664,0.063448,1,1.519132,0,
141,dataset/raw/emergency/backward/460209ac_nohash_3.wav,backward,emergency,snr_m10db,-10.0,,,0,0.081423,0.082602,1,1.802797,0,
142,dataset/raw/emergency/backward/3291330e_nohash_3.wav,backward,emergency,snr_m10db,-10.0,,,0,0.072780,0.074363,1,2.407586,0,
143,dataset/raw/emergency/stop/43fc47a7_nohash_2.wav,stop,emergency,snr_m10db,-10.0,Stop.,stop,1,0.068451,0.070555,0,0.472679,0,
144,dataset/raw/movement/left/e57abea3_nohash_1.wav,left,movement,snr_m10db,-10.0,,,0,0.073237,0.074383,0,0.644864,0,
145,dataset/raw/unknown/learn/171edea9_nohash_3.wav,learn,unknown,snr_m10db,-10.0,,,0,0.071322,0.072753,1,1.880815,0,
146,dataset/raw/emergency/yes/3a3ee7ed_nohash_3.wav,yes,emergency,snr_m10db,-10.0,,,0,0.066328,0.067849,1,1.375983,0,
147,dataset/raw/movement/down/b4aa9fef_nohash_4.wav,down,movement,snr_m10db,-10.0,Go!,go,1,0.062659,0.064203,1,1.681506,0,
148,dataset/raw/unknown/one/c5570933_nohash_0.wav,one,unknown,snr_m10db,-10.0,one,one,1,0.074684,0.075463,0,0.719343,0,
149,dataset/raw/unknown/two/d264f7b6_nohash_0.wav,two,unknown,snr_m10db,-10.0,,,0,0.065704,0.067621,0,0.590068,0,
150,dataset/raw/emergency/no/d8a5ace5_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.064507,0.065834,0,0.436247,0,
151,dataset/raw/unknown/dog/a2b16113_nohash_0.wav,dog,unknown,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.714602,0.716305,1,1.583814,0,
152,dataset/raw/movement/up/cc3b5b62_nohash_2.wav,up,movement,snr_m10db,-10.0,,,0,0.072766,0.074198,1,1.397876,0,
153,dataset/raw/unknown/bird/7f74626f_nohash_0.wav,bird,unknown,snr_m10db,-10.0,Bye!,bye,1,0.068989,0.070757,1,1.488683,0,
154,dataset/raw/movement/down/9e92ef0c_nohash_2.wav,down,movement,snr_m10db,-10.0,,,0,0.067957,0.069463,0,0.821256,0,
155,dataset/raw/unknown/zero/d0858dce_nohash_0.wav,zero,unknown,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.782543,0.783913,1,3.210924,0,
156,dataset/raw/movement/short_phrase/Turn_left/en_US-amy-low.wav,short_phrase,movement,snr_m10db,-10.0,,,0,0.065876,0.067364,1,1.826392,0,
157,dataset/raw/movement/right/34e8c726_nohash_0.wav,right,movement,snr_m10db,-10.0,,,0,0.070106,0.071704,0,0.720650,0,
158,dataset/raw/emergency/yes/b00c4c53_nohash_0.wav,yes,emergency,snr_m10db,-10.0,Yeah.,yeah,1,0.065164,0.066517,1,1.659334,0,
159,dataset/raw/unknown/one/72242187_nohash_4.wav,one,unknown,snr_m10db,-10.0,,,0,0.068210,0.069433,1,1.243401,0,
160,dataset/raw/emergency/wow/bbd0bbd0_nohash_0.wav,wow,emergency,snr_m10db,-10.0,Wow!,wow,1,0.064411,0.066360,1,1.221645,0,
161,dataset/raw/movement/off/97f4c236_nohash_1.wav,off,movement,snr_m10db,-10.0,,,0,0.064970,0.066407,0,0.657647,0,
162,dataset/raw/unknown/eight/5705a0f9_nohash_0.wav,eight,unknown,snr_m10db,-10.0,8,,0,0.059303,0.060488,0,0.374814,0,
163,dataset/raw/emergency/no/8fe52b97_nohash_1.wav,no,emergency,snr_m10db,-10.0,No.,no,1,0.060061,0.061604,1,1.225168,0,
164,dataset/raw/emergency/wow/bc196f81_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.062028,0.063620,1,1.215336,0,
165,dataset/raw/movement/follow/365908bd_nohash_4.wav,follow,movement,snr_m10db,-10.0,,,0,0.066498,0.067346,1,1.692599,0,
166,dataset/raw/movement/go/435695e3_nohash_4.wav,go,movement,snr_m10db,-10.0,Thank you.,thank you,1,0.064862,0.066524,1,1.158147,0,
167,dataset/raw/emergency/yes/86402da1_nohash_0.wav,yes,emergency,snr_m10db,-10.0,Yes.,yes,1,0.060949,0.062331,0,0.284609,0,
168,dataset/raw/emergency/wow/f852895b_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.061192,0.062598,1,1.632864,0,
169,dataset/raw/movement/left/42ccb57a_nohash_0.wav,left,movement,snr_m10db,-10.0,,,0,0.062657,0.064003,1,1.088711,0,
170,dataset/raw/movement/left/508e30ee_nohash_0.wav,left,movement,snr_m10db,-10.0,Yeah!,yeah,1,0.065225,0.066868,1,1.007309,0,
171,dataset/raw/movement/down/7f581e94_nohash_1.wav,down,movement,snr_m10db,-10.0,Yeah,yeah,1,0.059366,0.060671,0,0.972837,0,
172,dataset/raw/movement/right/b49caed3_nohash_1.wav,right,movement,snr_m10db,-10.0,,,0,0.066909,0.068506,1,1.854023,0,
173,dataset/raw/unknown/bird/9a356ab9_nohash_0.wav,bird,unknown,snr_m10db,-10.0,Very...,very,1,0.064562,0.066589,1,1.304776,0,
174,dataset/raw/movement/go/9beccfc8_nohash_0.wav,go,movement,snr_m10db,-10.0,,,0,0.067246,0.069018,0,0.147296,0,
175,dataset/raw/movement/down/069ab0d5_nohash_1.wav,down,movement,snr_m10db,-10.0,Yeah,yeah,1,0.060317,0.061805,1,1.207090,0,
176,dataset/raw/emergency/yes/1e9e6bdd_nohash_1.wav,yes,emergency,snr_m10db,-10.0,I'm gonna push it.,i m gonna push it,1,0.075777,0.077191,0,0.731350,0,
177,dataset/raw/unknown/zero/9b027ecf_nohash_1.wav,zero,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.066958,0.068218,0,0.349784,0,
