language,dataset_name,sample_id,sentence_id,source_text_for_gloss,english_gloss,gloss_source,gloss_confidence,strict_eligible,notes
Quechua,quechua,audios/10158.wav,S168,Mi papá no trabaja,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10159.wav,A007,Torturador,Torturer,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10160.wav,A027,Conducta,Conduct,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10161.wav,B108,"Hay mucha sequía, seguramente han ofendido a los espíritus de los cerros.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10162.wav,A125,La leña mojada no arde y produce muchísimo humo,Wet firewood does not burn and produces a lot of smoke.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10163.wav,H127,Las mujeres del pueblo de Chinchero usan bonitas monteras,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10164.wav,A225,"Solo soy la suma total de dolor, una herida abierta que podría resultar fatal.","I am just the sum total of pain, an open wound that could prove fatal.",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10165.wav,H035,Florecer / Prosperar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10166.wav,B193,No estoy buscando problemas; Los problemas por lo general me encuentran.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10167.wav,S010,Requesón,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10168.wav,S057,Trabajaste con tu hermana,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10169.wav,B125,El hilo está lleno de nudos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10170.wav,B088,Esa canasta no tiene asa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10171.wav,H193,El mate de sasahui es bueno para curar la gripe,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10172.wav,A075,Alberto encontró un zorro muerto,Alberto found a dead fox,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10173.wav,B103,Me han dicho que espere aquí,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10174.wav,H142,"Nuestra gata parió hace algunos días, y las crías abrieron sus ojos ayer.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10175.wav,B230,Hay muchos niños que sino los cuidan bien simplemente se pierden y nunca lo encuentran.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10176.wav,S018,Bonito,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10177.wav,B133,La zampoña se toca soplando,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10178.wav,A091,Esto está tal como lo dejé,This is just as I left it,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10179.wav,S086,Vengo de tu pueblo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10180.wav,S103,La oficina abre a las 8 de la mañana,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10181.wav,A107,Esa persona es un maldito,That person is a bastard,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10182.wav,S031,Hacer hervir,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10183.wav,H087,La zanahoria como las papas se rebanan en rodajas para cocinar el estofado.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10184.wav,B199,"El problema con la vida es que no hay práctica, tiene que tomarlo en serio la primera vez.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10185.wav,A061,He ido en vano,I have gone in vain,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10186.wav,S193,Algunos padres y madres cantan,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10187.wav,B048,Se puso un poncho,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10188.wav,S111,Damos de comer a la Pachamama en el mes de abril,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10189.wav,B135,Los mestizos generalmente son barbudos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10190.wav,A135,Desmenuza las hojas secas de la chicchipa y échalas a la olla y bota los tallitos,Crumble the dry leaves of the chicchipa and add them to the pot and throw away the stems.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10191.wav,S008,Oreja,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10192.wav,A175,La tarántula sale de su agujero anunciando la lluvia,The tarantula comes out of its hole announcing the rain,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10193.wav,B016,Preparado de tierra para la siembra,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10194.wav,H105,Tu agradecimiento estuvo bien,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10195.wav,B139,La olla de mazamorra que no se remueve puede asentarse y quemarse.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10196.wav,B026,Mentira,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10197.wav,B224,Todas las noches hay personas que salen a divertirse y hacen escándolos en las calles.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10198.wav,B167,Los pasadores de las fajas pueden trenzarse de cuatro o de más hilos.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10199.wav,A167,Quién arrancó esas flores?,Who plucked those flowers?,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10200.wav,S206,Algunas señoritas caminan,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10201.wav,S194,"Todos los días él visitó a su madre enferma, la alimentó, y se quedó a su lado durante toda la noche.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10202.wav,B133,La zampoña se toca soplando,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10203.wav,A054,Me duele la cabeza,My head hurts,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10204.wav,S163,Deja a cualquiera este cuchillo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10205.wav,B032,Estornudar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10206.wav,B038,"Avergonzar, causar vergüenza",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10207.wav,S209,Algunas mujeres están hablando,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10208.wav,A025,Cuento,Tale,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10209.wav,A197,Es impactante que las personas obtengan la satisfacción de la explotación de los demás.,It is shocking that people derive satisfaction from the exploitation of others.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10210.wav,S106,Mi abuelo llevaba un sombrero marrón,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10211.wav,H051,La flor está creciendo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10212.wav,H060,Allí está la paloma blanca,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10213.wav,S207,Construyo solo mi casa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10214.wav,A202,"Asia tenía heridas extensas, sangrientas y marrones en todo su cuerpo.","Asia had extensive, bloody, brown wounds all over her body.",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10215.wav,S109,Trabajo desde lunes hasta viernes,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10216.wav,H025,Beber,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10217.wav,S099,Escarban en el barro,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10218.wav,H021,Señas de la naturaleza,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10219.wav,H069,En el pueblo de Pisaq hay una gran feria dominical.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10220.wav,A055,Ponte tu ropa,put on your clothes,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10221.wav,H164,Pelaré esa gallina para el caldo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10222.wav,S102,Este pasto es para mi vaca,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10223.wav,H141,Mario siembra maiz en nuestra chacra,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10224.wav,B076,Una abuelita que sólo come caña,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10225.wav,A225,"Solo soy la suma total de dolor, una herida abierta que podría resultar fatal.","I am just the sum total of pain, an open wound that could prove fatal.",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/10226.wav,S196,Mujeres y varones trabajan,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10227.wav,B007,Vecino de casa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10228.wav,H121,Los bebés de ocho meses ya gatean,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10229.wav,B047,Está sentado encima de la mesa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10230.wav,S074,Raúl habla pero Rodolfo canta,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/10231.wav,B039,Cicatrizar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
